sequence_id,video_id,source_csv,label,label_name,sequence_index,start_frame,end_frame,start_frame_local,end_frame_local,valid_length,sequence_length,feature_dim,num_original_frames,is_padded,is_all_zero,zero_ratio,split
Fall_Fall_f_raw_b_1_B_D_0026__seq_0001,Fall_Fall_f_raw_b_1_B_D_0026,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0026_processed.csv,1,Fall,1,30,129,30,129,100,100,30,240,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0026__seq_0002,Fall_Fall_f_raw_b_1_B_D_0026,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0026_processed.csv,1,Fall,2,60,159,60,159,100,100,30,240,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0026__seq_0003,Fall_Fall_f_raw_b_1_B_D_0026,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0026_processed.csv,1,Fall,3,90,189,90,189,100,100,30,240,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0026__seq_0004,Fall_Fall_f_raw_b_1_B_D_0026,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0026_processed.csv,1,Fall,4,120,219,120,219,100,100,30,240,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0026__seq_0005,Fall_Fall_f_raw_b_1_B_D_0026,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0026_processed.csv,1,Fall,5,140,239,140,239,100,100,30,240,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0000,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,0,0,99,0,99,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0001,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,1,30,129,30,129,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0002,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,2,60,159,60,159,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0003,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,3,90,189,90,189,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0004,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,4,120,219,120,219,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0005,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,5,150,249,150,249,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0006,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,6,180,279,180,279,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0007,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,7,210,309,210,309,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0008,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,8,240,339,240,339,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0027__seq_0009,Fall_Fall_f_raw_b_1_B_D_0027,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0027_processed.csv,1,Fall,9,260,359,260,359,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0000,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,0,0,99,0,99,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0001,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,1,30,129,30,129,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0002,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,2,60,159,60,159,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0003,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,3,90,189,90,189,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0004,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,4,120,219,120,219,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0005,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,5,150,249,150,249,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0006,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,6,180,279,180,279,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0007,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,7,210,309,210,309,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0008,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,8,240,339,240,339,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0028__seq_0009,Fall_Fall_f_raw_b_1_B_D_0028,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0028_processed.csv,1,Fall,9,260,359,260,359,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0029__seq_0000,Fall_Fall_f_raw_b_1_B_D_0029,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0029_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0030__seq_0000,Fall_Fall_f_raw_b_1_B_D_0030,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0030_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0031__seq_0000,Fall_Fall_f_raw_b_1_B_D_0031,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0031_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0032__seq_0000,Fall_Fall_f_raw_b_1_B_D_0032,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0032_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0033__seq_0000,Fall_Fall_f_raw_b_1_B_D_0033,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0033_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0034__seq_0000,Fall_Fall_f_raw_b_1_B_D_0034,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0034_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0035__seq_0000,Fall_Fall_f_raw_b_1_B_D_0035,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0035_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0035__seq_0001,Fall_Fall_f_raw_b_1_B_D_0035,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0035_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0036__seq_0000,Fall_Fall_f_raw_b_1_B_D_0036,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0036_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0037__seq_0000,Fall_Fall_f_raw_b_1_B_D_0037,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0037_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0038__seq_0000,Fall_Fall_f_raw_b_1_B_D_0038,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0038_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0042__seq_0000,Fall_Fall_f_raw_b_1_B_D_0042,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0042_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0043__seq_0000,Fall_Fall_f_raw_b_1_B_D_0043,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0043_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0044__seq_0000,Fall_Fall_f_raw_b_1_B_D_0044,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0044_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0045__seq_0000,Fall_Fall_f_raw_b_1_B_D_0045,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0045_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0046__seq_0000,Fall_Fall_f_raw_b_1_B_D_0046,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0046_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0000,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,0,0,99,0,99,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0001,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,1,30,129,30,129,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0002,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,2,60,159,60,159,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0003,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,3,90,189,90,189,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0004,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,4,120,219,120,219,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0005,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,5,150,249,150,249,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0006,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,6,180,279,180,279,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0007,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,7,210,309,210,309,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0008,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,8,240,339,240,339,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0048__seq_0009,Fall_Fall_f_raw_b_1_B_D_0048,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0048_processed.csv,1,Fall,9,260,359,260,359,100,100,30,360,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0049__seq_0000,Fall_Fall_f_raw_b_1_B_D_0049,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0049_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0049__seq_0001,Fall_Fall_f_raw_b_1_B_D_0049,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0049_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0051__seq_0000,Fall_Fall_f_raw_b_1_B_D_0051,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0051_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0052__seq_0000,Fall_Fall_f_raw_b_1_B_D_0052,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0052_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0053__seq_0000,Fall_Fall_f_raw_b_1_B_D_0053,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0053_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0053__seq_0001,Fall_Fall_f_raw_b_1_B_D_0053,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0053_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0054__seq_0000,Fall_Fall_f_raw_b_1_B_D_0054,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0054_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0055__seq_0000,Fall_Fall_f_raw_b_1_B_D_0055,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0055_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0056__seq_0000,Fall_Fall_f_raw_b_1_B_D_0056,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0056_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0057__seq_0000,Fall_Fall_f_raw_b_1_B_D_0057,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0057_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0057__seq_0001,Fall_Fall_f_raw_b_1_B_D_0057,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0057_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0059__seq_0000,Fall_Fall_f_raw_b_1_B_D_0059,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0059_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0062__seq_0000,Fall_Fall_f_raw_b_1_B_D_0062,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0062_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0063__seq_0000,Fall_Fall_f_raw_b_1_B_D_0063,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0063_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0063__seq_0001,Fall_Fall_f_raw_b_1_B_D_0063,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0063_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0064__seq_0000,Fall_Fall_f_raw_b_1_B_D_0064,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0064_processed.csv,1,Fall,0,0,99,0,99,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0064__seq_0001,Fall_Fall_f_raw_b_1_B_D_0064,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0064_processed.csv,1,Fall,1,20,119,20,119,100,100,30,120,0,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0065__seq_0000,Fall_Fall_f_raw_b_1_B_D_0065,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0065_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0066__seq_0000,Fall_Fall_f_raw_b_1_B_D_0066,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0066_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0067__seq_0000,Fall_Fall_f_raw_b_1_B_D_0067,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0067_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0068__seq_0000,Fall_Fall_f_raw_b_1_B_D_0068,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0068_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0071__seq_0000,Fall_Fall_f_raw_b_1_B_D_0071,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0071_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_b_1_B_D_0072__seq_0000,Fall_Fall_f_raw_b_1_B_D_0072,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_b_1_B_D_0072_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
